type,symbol,exchangeId,localSymbol,description,conid,underConid,isin,cusip,currency,country,isPrimeExchId,isNewPdt,assocEntityId,fcConid
STK,14D,ASXCEN,14D,1414 DEGREES LTD,332962533,,AU0000010696,Q7133Z109,AUD,AU,,F,e3291375,1
STK,1AD,CHIXAU,1AD,ADALTA LTD,244214263,,AU0000001AD2,Q0101X107,AUD,AU,,F,e3211064,1
STK,1AE,CHIXAU,1AE,AURORA ENERGY METALS LTD,562265577,,AU0000216889,Q0679K107,AUD,AU,,F,e4786662,1
# STK,1AGNA,ASXCEN,1AGNA,ALTERRA LTD - NEW SHARES,500289931,,AU0000151508,,AUD,AU,,F,e1450936,1
STK,1AI,CHIXAU,1AI,ALGORAE PHARMACEUTICALS LTD,653030261,,AU0000296022,Q5582J170,AUD,AU,,F,e1403391,1
STK,1CG,ASX,1CG,ONE CLICK GROUP LTD,586851819,,AU0000241234,Q9336A196,AUD,AU,T,F,e3251559,1
STK,1MC,ASXCEN,1MC,MORELLA CORP LTD,533766156,,AU0000199929,Q0268Q242,AUD,AU,,F,e1442411,1
# STK,1STN,ASX,1STN,1ST GROUP LTD-NEW SHARES,546998327,,AU0000206716,,AUD,AU,T,F,e2859395,1
STK,1TT,ASXCEN,1TT,THRIVE TRIBE TECHNOLOGIES LT,628454698,,AU0000276271,Q9822D126,AUD,AU,,F,e2877138,1
STK,29M,CHIXAU,29M,29METALS LTD,500243934,,AU0000157067,Q9269W108,AUD,AU,,F,e4378630,1
STK,360,CHIXAU,360,LIFE360 INC-CDI,365587305,,AU0000045098,U5295P104,AUD,AU,,F,e3319814,1
STK,3DA,ASX,3DA,AMAERO LTD,394326267,,AU0000064578,Q02788109,AUD,AU,T,F,e3597957,1
# STK,3DANA,CHIXAU,3DANA,AMAERO LTD-EX OPTION,835039351,,AU0000432510,,AUD,AU,,F,e3597957,1
STK,3DP,CHIXAU,3DP,POINTERRA LTD,239949264,,AU0000003DP6,Q7262W109,AUD,AU,,F,e1450090,1
STK,3PL,ASXCEN,3PL,3P LEARNING LTD,163715316,,AU0000003PL9,Q9034Z105,AUD,AU,,F,e2587806,1
STK,4DS,CHIXAU,4DS,4DS MEMORY LTD,215173815,,AU0000004DS8,Q3946R103,AUD,AU,,F,e1619066,1
STK,4DX,ASXCEN,4DX,4DMEDICAL LTD,438643351,,AU0000095416,Q3927K101,AUD,AU,,F,e3945860,1
STK,5EA,ASXCEN,5EA,5E ADVANCED MATERIALS IN-CDI,541682739,,AU0000186207,U3380E100,AUD,AU,,F,e4652692,1
STK,5GG,CHIXAU,5GG,PENTANET LTD,468407914,,AU0000129496,Q7S80B105,AUD,AU,,F,e4181670,1
STK,5GN,CHIXAU,5GN,5G NETWORKS LTD,676111504,,AU0000317554,Q9570P131,AUD,AU,,F,e1442533,1
STK,88E,ASX,88E,88 ENERGY LTD,185890180,,AU00000088E2,Q3394D101,AUD,AU,T,F,e1438854,1
STK,8CO,ASX,8CO,8COMMON LTD,165194782,,AU0000008CO0,Q3393M110,AUD,AU,T,F,e2623248,1
STK,8IH,ASX,8IH,8I HOLDINGS LTD-CDI,177117469,,AU0000008IH1,Y2249W109,AUD,AU,T,F,e2710646,1
STK,A11,ASX,A11,ATLANTIC LITHIUM LTD,587216667,,AU0000237554,Q4972G110,AUD,AU,T,F,e2749852,1
STK,A1G,ASX,A1G,AFRICAN GOLD LTD,353403819,,AU0000036949,Q0148S103,AUD,AU,T,F,e3300673,1
STK,A1M,CHIXAU,A1M,AIC MINES LTD,370889414,,AU0000049033,Q0163J103,AUD,AU,,F,e1435129,1
STK,A1N,ASX,A1N,ARN MEDIA LTD,632410202,,AU0000279853,,AUD,AU,T,F,e1442160,1
STK,A2M,ASX,A2M,A2 MILK CO LTD,189114468,,NZATME0002S8,Q2774Q104,AUD,AU,T,F,e2786722,1
STK,A3D,ASX,A3D,AURORA LABS LTD,243860230,,AU000000A3D7,Q0681T104,AUD,AU,T,F,e3207655,1
STK,A4N,ASXCEN,A4N,ALPHA HPA LTD,344231279,,AU0000033060,Q0261T102,AUD,AU,,F,e1445550,1
STK,A8G,ASX,A8G,AUSTRALASIAN METALS LTD,490589897,,AU0000141137,Q07949102,AUD,AU,T,F,e4313316,1
STK,AA2,ASXCEN,AA2,ARIANA RESOURCES PLC,812803338,,AU0000410128,G0R36V103,AUD,AU,,F,e1676367,1
STK,AAC,ASX,AAC,AUSTRALIAN AGRICULTURAL CO,14062085,,AU000000AAC9,Q08448112,AUD,AU,T,F,e1442098,1
STK,AAI,ASXCEN,AAI,ALCOA CORP-CDI,717988160,,AU0000339426,,AUD,AU,,F,e3231100,1
STK,AAJ,ASXCEN,AAJ,ARUMA RESOURCES LTD,77496741,,AU000000AAJ4,Q05577103,AUD,AU,,F,e1608521,1
STK,AAL,CHIXAU,AAL,ALFABS AUSTRALIA LTD,712546708,,AU0000336463,Q0189B100,AUD,AU,,F,e5656510,1
STK,AAM,ASX,AAM,AUMEGA METALS LTD,709559599,,AU0000338311,Q0R81X102,AUD,AU,T,F,e3246946,1
STK,AAP,ASX,AAP,AUSTRALIAN AGRICULTURAL PROJ,123392816,,AU000000AAP1,Q8050M105,AUD,AU,T,F,e1439137,1
STK,AAR,ASX,AAR,ASTRAL RESOURCES NL,14061890,,AU000000AAR7,Q03960145,AUD,AU,T,F,e1442099,1
STK,AAU,ASXCEN,AAU,ANTILLES GOLD LTD,454376159,,AU0000115172,Q0425D100,AUD,AU,,F,e1438859,1
# STK,AAUNB,ASXCEN,AAUNB,ANTILLES GOLD LTD-NEW SHARES,494765764,,AU0000148942,,AUD,AU,,F,e1438859,1
STK,ABB,ASX,ABB,AUSSIE BROADBAND LTD,450536747,,AU0000106643,Q07087101,AUD,AU,T,F,e4040792,1
STK,ABE,CHIXAU,ABE,AUSTRALIAN BOND EXCHANGE HOL,530264274,,AU0000187577,Q0866N104,AUD,AU,,F,e4579748,1
STK,ABG,ASXCEN,ABG,ABACUS GROUP,647304914,,AU0000291882,Q0015N260,AUD,AU,,F,e1421668,1
STK,ABV,ASXCEN,ABV,ADVANCED BRAKING TECHNOLOGY,47068267,,AU000000ABV7,Q0140C239,AUD,AU,,F,e1445932,1
STK,ABX,ASX,ABX,ABX GROUP LTD,159700031,,AU000000ABX3,Q0R66N111,AUD,AU,T,F,e1592942,1
STK,ABY,ASXCEN,ABY,ADORE BEAUTY GROUP LTD,451691319,,AU0000109506,Q0137Y103,AUD,AU,,F,e4050352,1
# STK,ACBN,ASXCEN,ACBN,A-CAP ENERGY LTD-NEW SHARES,550356452,,AU0000209306,Q00618233,AUD,AU,,F,e1438597,1
STK,ACE,ASX,ACE,ACUSENSUS LTD,607474140,,AU0000259582,Q0101C111,AUD,AU,T,F,e5068134,1
STK,ACF,ASX,ACF,ACROW LTD,312425359,,AU0000006124,Q0093H102,AUD,AU,T,F,e1451613,1
STK,ACL,ASXCEN,ACL,AUSTRALIAN CLINICAL LABS LTD,490791545,,AU0000148496,Q0R979107,AUD,AU,,F,e4314802,1
STK,ACM,ASX,ACM,AUSTRALIAN CRITICAL MINERALS,639930765,,AU0000280646,Q09125107,AUD,AU,T,F,e5260665,1
STK,ACP,ASXCEN,ACP,AUDALIA RESOURCES LTD,90599351,,AU000000ACP7,Q06689105,AUD,AU,,F,e1630322,1
STK,ACQ,CHIXAU,ACQ,ACORN CAPITAL INVESTMENT FUN,150260807,,AU000000ACQ5,Q00793101,AUD,AU,,F,e1692499,1
# STK,ACQN,ASX,ACQN,ACORN CAPITAL INVESTME-NEW,527813937,,AU0000182305,,AUD,AU,T,F,e1692499,1
STK,ACR,CHIXAU,ACR,ACRUX LTD,44187505,,AU000000ACR3,Q0093N109,AUD,AU,,F,e1438538,1
STK,ACS,ASX,ACS,ACCENT RESOURCES NL,44187824,,AU000000ACS1,Q00617102,AUD,AU,T,F,e1438562,1
STK,ACU,ASX,ACU,ACUMENTIS GROUP LTD,402647039,,AU0000077604,Q0101B105,AUD,AU,T,F,e1438946,1
STK,ACW,ASX,ACW,ACTINOGEN MEDICAL LTD,46665810,,AU000000ACW3,Q0094Y104,AUD,AU,T,F,e1445348,1
STK,AD1,ASX,AD1,ADNEO LTD,237931969,,AU000000AD13,Q0454F109,AUD,AU,T,F,e3157567,1
STK,AD8,ASXCEN,AD8,AUDINATE GROUP LTD,281096771,,AU000000AD88,Q0646U105,AUD,AU,,F,e3258473,1
STK,ADC,CHIXAU,ADC,ACDC METALS LTD,608239128,,AU0000251811,Q0063U109,AUD,AU,,F,e5070797,1
STK,ADD,ASX,ADD,ADAVALE RESOURCES LTD,798081342,,AU000000ADD1,Q0102R109,AUD,AU,T,F,e1436535,1
# STK,ADDNB,ASXCEN,ADDNB,ADAVALE RESOURCES-NEW SHARES,440756782,,AU0000099756,Q0102R174,AUD,AU,,F,e1436535,1
STK,ADG,ASX,ADG,ADELONG GOLD LTD,594188354,,AU0000248288,Q01365107,AUD,AU,T,F,e1439320,1
STK,ADH,CHIXAU,ADH,ADAIRS LTD,197118344,,AU000000ADH2,Q0146Y151,AUD,AU,,F,e2865152,1
STK,ADN,ASXCEN,ADN,ANDROMEDA METALS LTD,14061696,,AU000000ADN0,Q0402A103,AUD,AU,,F,e1442111,1
STK,ADO,CHIXAU,ADO,ANTEOTECH LTD,56238404,,AU000000ADO8,Q0424W133,AUD,AU,,F,e1418556,1
STK,ADR,CHIXAU,ADR,ADHERIUM LTD,204632314,,AU000000ADR1,Q0137R108,AUD,AU,,F,e2918662,1
STK,ADS,CHIXAU,ADS,ADSLOT LTD,421794117,,AU0000087819,Q0138G150,AUD,AU,,F,e1438613,1
# STK,ADSN,ASX,ADSN,ADSLOT LTD-NEW SHARES,561093514,,AU0000217176,,AUD,AU,T,F,e1438613,1
STK,ADV,CHIXAU,ADV,ARDIDEN LTD,175916070,,AU000000ADV3,Q0497E119,AUD,AU,,F,e1438768,1
STK,ADX,ASXCEN,ADX,ADX ENERGY LTD,14062016,,AU000000ADX9,Q0144R141,AUD,AU,,F,e1401880,1
STK,ADY,CHIXAU,ADY,ADMIRALTY RESOURCES NL,44188231,,AU000000ADY7,Q0137X170,AUD,AU,,F,e1438601,1
STK,AEE,CHIXAU,AEE,AURA ENERGY LTD,44188237,,AU000000AEE7,Q0681P102,AUD,AU,,F,e1438603,1
STK,AEF,CHIXAU,AEF,AUSTRALIAN ETHICAL INVT LTD,44188243,,AU000000AEF4,Q0951T107,AUD,AU,,F,e1438604,1
STK,AEI,CHIXAU,AEI,AERIS ENVIRONMENTAL LTD,44187829,,AU000000AEI8,Q01465105,AUD,AU,,F,e1447713,1
STK,AEL,CHIXAU,AEL,AMPLITUDE ENERGY LTD,741192194,,AU0000361909,Q2833M201,AUD,AU,,F,e1438552,1
STK,AER,ASX,AER,AEERIS LTD,189231531,,AU000000AER9,Q0144S107,AUD,AU,T,F,e2787630,1
STK,AEU,ASXCEN,AEU,ATOMIC EAGLE LTD,832430874,,AU0000433096,Q0611P107,AUD,AU,,F,e1438561,1
STK,AEV,CHIXAU,AEV,AVENIRA LTD,213706606,,AU000000AEV1,Q1300J105,AUD,AU,,F,e1439035,1
STK,AFA,ASXCEN,AFA,ASF GROUP LTD,38999715,,AU000000AFA2,Q0564L103,AUD,AU,,F,e1445347,1
STK,AFG,ASX,AFG,AUSTRALIAN FINANCE GROUP LTD,195578833,,AU000000AFG9,Q0955N106,AUD,AU,T,F,e2837229,1
STK,AFI,ASX,AFI,AUSTRALIAN FOUNDATION INV CO,12888895,,AU000000AFI5,Q09592108,AUD,AU,T,F,e1442120,1
STK,AFL,CHIXAU,AFL,AF LEGAL GROUP,369489647,,AU0000048001,Q0147L109,AUD,AU,,F,e1438965,1
STK,AFP,CHIXAU,AFP,AFT PHARMACEUTICALS LTD,216194268,,NZAFTE0001S4,Q01489113,AUD,AU,,F,e3010009,1
# STK,AFWN,ASXCEN,AFWN,APPLYFLOW LTD-NEW SHARES,506036839,,AU0000161119,,AUD,AU,,F,e1618364,1
STK,AGC,CHIXAU,AGC,AUSTRALIAN GOLD & COPPER LTD,463451417,,AU0000122194,Q09726102,AUD,AU,,F,e4169535,1
STK,AGD,CHIXAU,AGD,AUSTRAL GOLD LTD,42732881,,AU000000AGD4,Q0819E102,AUD,AU,,F,e1434889,1
STK,AGE,ASX,AGE,ALLIGATOR ENERGY LTD,83662625,,AU000000AGE2,Q0226E117,AUD,AU,T,F,e1622246,1
# STK,AGH,ASXCEN,AGH,ALTHEA GROUP HOLDINGS LTD,334073862,,AU0000022774,Q0267Q102,AUD,AU,,F,e3292043,1
STK,AGI,ASX,AGI,AINSWORTH GAME TECHNOLOGY LT,14061761,,AU000000AGI3,Q01694100,AUD,AU,T,F,e1442121,1
STK,AGL,CHIXAU,AGL,AGL ENERGY LTD,4506298,,AU000000AGL7,Q01630195,AUD,AU,,F,e1428391,1
STK,AGN,ASXCEN,AGN,ARGENICA THERAPEUTICS LTD,496028912,,AU0000150328,Q0457E109,AUD,AU,,F,e4350893,1
STK,AGR,CHIXAU,AGR,AGUIA RESOURCES LTD,79770335,,AU000000AGR4,Q0164G108,AUD,AU,,F,e1448957,1
# STK,AGSN,ASXCEN,AGSN,ALLIANCE RESOURCES-NEW SHARE,550125903,,AU0000206955,,AUD,AU,,F,e1442123,1
STK,AGY,ASX,AGY,ARGOSY MINERALS LTD,14061947,,AU000000AGY0,Q05260148,AUD,AU,T,F,e1442125,1
STK,AHC,ASXCEN,AHC,AUSTCO HEALTHCARE LTD,457785262,,AU0000120818,Q07434105,AUD,AU,,F,e1439277,1
STK,AHF,CHIXAU,AHF,AUSTRALIAN DAIRY NUTRITIONAL,171970428,,AU000000AHF7,Q09124118,AUD,AU,,F,e1438617,1
STK,AHK,CHIXAU,AHK,ARK MINES LTD,87832650,,AU000000AHK7,Q1239M104,AUD,AU,,F,e1626851,1
STK,AHL,ASXCEN,AHL,ADRAD HOLDINGS LTD,588570984,,AU0000237174,Q0137Z100,AUD,AU,,F,e4948465,1
STK,AHN,ASX,AHN,ATHENA RESOURCES LTD,44188256,,AU000000AHN1,Q0606K105,AUD,AU,T,F,e1438607,1
STK,AHX,ASXCEN,AHX,APIAM ANIMAL HEALTH LTD,215280345,,AU000000AHX0,Q0996X139,AUD,AU,,F,e3007555,1
STK,AI1,ASX,AI1,ADISYN LTD,661775038,,AU0000301400,Q3126V114,AUD,AU,T,F,e4074379,1
STK,AIA,CHIXAU,AIA,AUCKLAND INTL AIRPORT LTD,146438125,,NZAIAE0002S6,Q06213146,AUD,AU,,F,e1442128,1
STK,AIH,ASX,AIH,ADVANCED INNERGY HOLDINGS LT,827250368,,AU0000423667,Q0141K107,AUD,AU,T,F,e6125053,1
STK,AII,CHIXAU,AII,ALMONTY INDUSTRIES INC-CDI,505656501,,AU0000157679,,AUD,AU,,F,e1607578,1
STK,AIM,ASX,AIM,AI-MEDIA TECHNOLOGIES LTD,445194063,,AU0000101636,Q0061T104,AUD,AU,T,F,e3997993,1
STK,AIQ,CHIXAU,AIQ,ALTERNATIVE INVESTMENT TRUST,57700756,,AU000000AIQ2,Q0267M143,AUD,AU,,F,e1443121,1
STK,AIS,ASXCEN,AIS,AERIS RESOURCES LTD,217840666,,AU000000AIS8,Q0145V166,AUD,AU,,F,e1622105,1
STK,AIV,CHIXAU,AIV,ACTIVEX LIMITED,44188629,,AU000000AIV2,Q0098H222,AUD,AU,,F,e1438694,1
STK,AIZ,ASXCEN,AIZ,AIR NEW ZEALAND LTD,14061764,,NZAIRE0001S2,Q0169V100,AUD,AU,,F,e1442132,1
STK,AJL,ASX,AJL,AJ LUCAS GROUP LTD,14061774,,AU000000AJL1,Q01708108,AUD,AU,T,F,e1442133,1
# STK,AJMN,ASXCEN,AJMN,ALTURA MINING LTD-NEW,532109206,,AU0000187999,,AUD,AU,,F,e1442411,1
STK,AJX,ASXCEN,AJX,ALEXIUM INTERNATIONAL GROUP,73336065,,AU000000AJX6,Q0189A102,AUD,AU,,F,e1442353,1
STK,AKA,ASX,AKA,AUREKA LTD,746700261,,AU0000369704,Q66039175,AUD,AU,T,F,e1624997,1
STK,AKG,ASXCEN,AKG,ACADEMIES AUSTRALASIA GROUP,80792491,,AU000000AKG9,Q1242V117,AUD,AU,,F,e1442396,1
STK,AKM,ASXCEN,AKM,ASPIRE MINING LTD,72597755,,AU000000AKM7,Q0569C157,AUD,AU,,F,e1439160,1
STK,AKN,ASXCEN,AKN,AUKING MINING LTD,277827075,,AU000000AKN5,Q0R81Q107,AUD,AU,,F,e1445752,1
# STK,AKNN,ASXCEN,AKNN,AUKING MINING LTD-NEW SHARES,564057685,,AU0000218471,,AUD,AU,,F,e1445752,1
STK,AKO,ASX,AKO,AKORA RESOURCES LTD,460315715,,AU0000113698,Q0170B101,AUD,AU,T,F,e4121568,1
STK,AKP,ASX,AKP,AUDIO PIXELS HOLDINGS LTD,82962408,,AU000000AKP0,Q0660S101,AUD,AU,T,F,e1438871,1
STK,AL3,ASXCEN,AL3,AML3D LTD,417637888,,AU0000079212,Q0331N101,AUD,AU,,F,e3783281,1
STK,ALA,CHIXAU,ALA,AROVELLA THERAPEUTICS LTD,522720910,,AU0000182784,Q8798Q160,AUD,AU,,F,e1438856,1
STK,ALB,ASX,ALB,ALBION RESOURCES LTD/AU,484701467,,AU0000142002,Q0171H107,AUD,AU,T,F,e4296946,1
STK,ALC,ASXCEN,ALC,ALCIDION GROUP LTD,217288911,,AU000000ALC6,Q65004139,AUD,AU,,F,e1629526,1
STK,ALD,CHIXAU,ALD,AMPOL LTD,422880713,,AU0000088338,Q03608124,AUD,AU,,F,e1442297,1
STK,ALI,ASXCEN,ALI,ARGO GLOBAL LISTED INFRASTRU,199153631,,AU000000ALI3,Q05194107,AUD,AU,,F,e2875045,1
# STK,ALINA,ASX,ALINA,ARGO GLOBAL LISTED INFRASTRUCTURE LTD,411855521,,AU0000078537,,AUD,AU,T,F,e2875045,1
STK,ALK,ASX,ALK,ALKANE RESOURCES LTD,14061804,,AU000000ALK9,Q02024117,AUD,AU,T,F,e1442136,1
STK,ALL,ASX,ALL,ARISTOCRAT LEISURE LTD,12294122,,AU000000ALL7,Q0521T108,AUD,AU,T,F,e1442137,1
STK,ALM,ASXCEN,ALM,ALMA METALS LTD,531391455,,AU0000195380,G0127F198,AUD,AU,,F,e1457245,1
STK,ALQ,ASX,ALQ,ALS LTD,112160642,,AU000000ALQ6,Q0266A116,AUD,AU,T,F,e1442282,1
STK,ALR,ASXCEN,ALR,ALTAIR MINERALS LTD,704364753,,AU0000333676,Q26027203,AUD,AU,,F,e1642143,1
STK,ALV,CHIXAU,ALV,ALVO MINERALS LTD,521928232,,AU0000168999,Q0269R108,AUD,AU,,F,e4522295,1
# STK,ALVNA,ASXCEN,ALVNA,ALVO MINERALS LTD-NEW SHARES,783888431,,AU0000391880,Q0269R157,AUD,AU,,F,e4522295,1
STK,ALX,ASXCEN,ALX,ATLAS ARTERIA,319495863,,AU0000013559,Q06180105,AUD,AU,,F,e1594257,1
STK,ALY,ASX,ALY,ALCHEMY RESOURCES LTD,47474522,,AU000000ALY0,Q0173S101,AUD,AU,T,F,e1446525,1
# STK,ALYN,ASXCEN,ALYN,ALCHEMY RESOURCES LTD-NEW,528448381,,AU0000180507,,AUD,AU,,F,e1446525,1
STK,AM5,ASX,AM5,ANTARES METALS LTD,746700283,,AU0000369829,Q67978181,AUD,AU,T,F,e4517794,1
STK,AM7,CHIXAU,AM7,ARCADIA MINERALS LTD,498969648,,AU0000145815,G0R1QZ106,AUD,AU,,F,e4369400,1
STK,AMA,ASX,AMA,AMA GROUP LTD,44187847,,AU000000AMA8,Q0280A100,AUD,AU,T,F,e1438567,1
STK,AMC,ASXCEN,AMC,AMCOR PLC-CDI,4109657,,AU000000AMC4,G0250X123,AUD,AU,,F,e3316626,1
STK,AMD,ASX,AMD,ARROW MINERALS LTD,298633607,,AU000000AMD2,Q05444189,AUD,AU,T,F,e1439149,1
STK,AMH,ASX,AMH,AMCIL LIMITED,14061847,,AU000000AMH3,Q0306W102,AUD,AU,T,F,e1442147,1
STK,AMI,ASX,AMI,AURELIA METALS LTD,153982098,,AU000000AMI1,Q0673J106,AUD,AU,T,F,e1439170,1
STK,AMN,ASXCEN,AMN,AGRIMIN LTD,177117443,,AU000000AMN1,Q4061S181,AUD,AU,,F,e1445097,1
STK,AMO,ASX,AMO,AMBERTECH LIMITED,44188276,,AU000000AMO9,Q0303V107,AUD,AU,T,F,e1438611,1
STK,AMP,ASX,AMP,AMP LIMITED,3882741,,AU000000AMP6,Q0344G101,AUD,AU,T,F,e1444519,1
STK,AMPPB,ASXCEN,AMPPB,AMP LTD-NOTE2,397278260,,AU0000067860,,AUD,AU,,F,e1444519,1
STK,AMS,ASXCEN,AMS,ATOMOS LTD,347787870,,AU0000033870,Q0611M104,AUD,AU,,F,e3298187,1
# STK,AMSNA,ASXCEN,AMSNA,ATOMOS LTD-EX OPTION,834245934,,AU0000432072,,AUD,AU,,F,e3298187,1
STK,AMU,ASXCEN,AMU,AMERICAN URANIUM LTD,810651637,,AU0000415879,Q4352N255,AUD,AU,,F,e1443644,1
STK,AMX,ASX,AMX,AEROMETREX LTD,395072558,,AU0000064560,Q0146Z109,AUD,AU,T,F,e3602463,1
STK,AN1,CHIXAU,AN1,ANAGENICS LTD,532621056,,AU0000198095,Q2157H192,AUD,AU,,F,e1439001,1
STK,AN3PI,ASX,AN3PI,AUST & NZ BANKING GROUP,604702200,,AU0000261422,,AUD,AU,T,F,e5040429,1
STK,AN3PJ,CHIXAU,AN3PJ,AUST & NZ BANKING GROUP,604702199,,AU0000261414,,AUD,AU,,F,e5040429,1
STK,AN3PK,CHIXAU,AN3PK,CAP NOTE 3-BBSW+2.75% PERP NON-CUM RED T-03-30,622944239,,AU0000267783,,AUD,AU,,F,e5040429,1
STK,AN3PL,ASX,AN3PL,ANZ BANKING GRP,692734945,,AU0000321788,,AUD,AU,T,F,e5553952,1
STK,ANG,ASXCEN,ANG,AUSTIN ENGINEERING LTD,44187848,,AU000000ANG3,Q0742Z107,AUD,AU,,F,e1438568,1
STK,ANN,ASXCEN,ANN,ANSELL LTD,4109727,,AU000000ANN9,Q04020105,AUD,AU,,F,e1444910,1
STK,ANO,ASX,ANO,ADVANCE ZINCTEK LTD,44187853,,AU000000ANO7,Q0141D111,AUD,AU,T,F,e1402291,1
# STK,ANONC,ASX,ANONC,DVANCE NANOTEK LTD-NEW SHARE,500822128,,AU0000151573,,AUD,AU,T,F,e1402291,1
# STK,ANPNB,ASXCEN,ANPNB,ANTISENSE THERAPEUTICS-NEW,534616704,,AU0000185399,,AUD,AU,,F,e1442154,1
STK,ANR,ASXCEN,ANR,ANATARA LIFESCIENCES LTD,170362542,,AU000000ANR0,Q0R25K109,AUD,AU,,F,e2654819,1
STK,ANX,CHIXAU,ANX,ANAX METALS LTD,451268775,,AU0000111114,Q0794P106,AUD,AU,,F,e1438623,1
STK,ANZ,ASX,ANZ,ANZ GROUP HOLDINGS LTD,4109645,,AU000000ANZ3,Q0429F119,AUD,AU,T,F,e5040429,1
STK,AOA,ASX,AOA,AUSMON RESOURCES LTD,59109098,,AU000000AOA4,Q07085105,AUD,AU,T,F,e1456495,1
STK,AOF,ASXCEN,AOF,AUSTRALIAN UNITY OFFICE FUND,236985220,,AU000000AOF3,Q111A8116,AUD,AU,,F,e3154962,1
STK,AOH,CHIXAU,AOH,ASSETORA LTD,772759053,,AU0000390122,Q32228167,AUD,AU,,T,e3235826,1
STK,AOK,ASXCEN,AOK,AUSTRALIAN OIL CO LTD,722277173,,AU0000348658,Q8224Y118,AUD,AU,,F,e1438614,1
STK,AON,ASX,AON,APOLLO MINERALS LTD,46914651,,AU000000AON7,Q0455V178,AUD,AU,T,F,e1445588,1
STK,AOV,ASX,AOV,AMOTIV LTD,712551380,,AU0000340770,Q43709171,AUD,AU,T,F,e1442024,1
STK,APA,CHIXAU,APA,APA GROUP,10129283,,AU000000APA1,Q0437B100,AUD,AU,,F,e1431187,1
STK,APC,ASXCEN,APC,APC MINERALS LTD,257370984,,AU000000APC7,Q1076G103,AUD,AU,,F,e1640397,1
STK,APE,ASXCEN,APE,EAGERS AUTOMOTIVE LTD,14061916,,AU000000APE3,Q3R14D102,AUD,AU,,F,e1442157,1
STK,APL,ASXCEN,APL,ASSOCIATE GLOBAL PARTNERS LT,598656242,,AU0000251514,Q2820N121,AUD,AU,,F,e1402205,1
STK,APW,ASXCEN,APW,AIMS PROPERTY SECURITIES FUN,139360613,,AU000000APW5,Q0169D100,AUD,AU,,F,e1443246,1
STK,APX,ASX,APX,APPEN LTD,179250385,,AU000000APX3,Q0456H103,AUD,AU,T,F,e2724315,1
STK,APZ,ASX,APZ,ASPEN GROUP,45208979,,AU000000APZ8,Q05677101,AUD,AU,T,F,e1437041,1
STK,AQC,CHIXAU,AQC,AUSTRALIAN PACIFIC COAL LTD,81768281,,AU000000AQC5,Q1066H152,AUD,AU,,F,e1445808,1
STK,AQD,ASXCEN,AQD,AUSQUEST LTD,44188309,,AU000000AQD3,Q0707D109,AUD,AU,,F,e1438619,1
STK,AQI,ASX,AQI,ALICANTO MINERALS LTD,113787203,,AU000000AQI2,Q0182A109,AUD,AU,T,F,e1659112,1
STK,AQN,CHIXAU,AQN,AQUIRIAN LTD,504693364,,AU0000158537,Q0460K100,AUD,AU,,F,e4409444,1
STK,AQX,CHIXAU,AQX,ALICE QUEEN LTD,212696200,,AU000000AQX1,Q0182C147,AUD,AU,,F,e1438957,1
STK,AQZ,ASXCEN,AQZ,ALLIANCE AVIATION SERVICES L,99294897,,AU000000AQZ6,Q02144105,AUD,AU,,F,e1640396,1
STK,AR1,ASX,AR1,AUSTRAL RESOURCES AUSTRALIA,524305743,,AU0000175838,Q1R795105,AUD,AU,T,F,e4540479,1
STK,AR3,CHIXAU,AR3,AUSTRALIAN RARE EARTHS LTD,500004376,,AU0000154684,Q1076Z101,AUD,AU,,F,e4377081,1
STK,AR9,ASX,AR9,ARCHTIS LTD,334073865,,AU0000020877,Q04995108,AUD,AU,T,F,e3292044,1
STK,ARA,ASX,ARA,ARIADNE AUSTRALIA LIMITED,14061950,,AU000000ARA7,Q05104130,AUD,AU,T,F,e1442163,1
STK,ARB,ASX,ARB,ARB CORP LTD,186648631,,AU000000ARB5,Q0463W135,AUD,AU,T,F,e1442166,1
STK,ARC,ASX,ARC,ARC FUNDS LTD,166824861,,AU000000ARC3,Q1078B102,AUD,AU,T,F,e1456419,1
# STK,ARCNB,ASXCEN,ARCNB,AUSTRALIAN RURAL CAPI-NEW SH,497065083,,AU0000150518,,AUD,AU,,F,e1456419,1
STK,ARD,ASXCEN,ARD,ARGENT MINERALS LTD,50035417,,AU000000ARD1,Q05017100,AUD,AU,,F,e1450230,1
STK,ARF,CHIXAU,ARF,ARENA REIT,129149352,,AU000000ARF6,Q0457C152,AUD,AU,,F,e1672515,1
STK,ARG,ASX,ARG,ARGO INVESTMENTS LIMITED,14061940,,AU000000ARG4,Q05016102,AUD,AU,T,F,e1442164,1
STK,ARI,CHIXAU,ARI,ARIKA RESOURCES LTD,731679452,,AU0000355000,Q6016R218,AUD,AU,,F,e1404180,1
STK,ARL,ASX,ARL,ARDEA RESOURCES LTD,265176811,,AU000000ARL4,Q04993103,AUD,AU,T,F,e3244113,1
STK,ARN,ASXCEN,ARN,ALDORO RESOURCES LTD,333096312,,AU0000017733,Q0177Q101,AUD,AU,,F,e3291469,1
STK,ARR,ASX,ARR,AMERICAN RARE EARTHS LTD,430956504,,NZARRE0004S7,Q0226F106,AUD,AU,T,F,e1622943,1
STK,ART,CHIXAU,ART,AIRTASKER LTD,477970770,,AU0000135998,Q01702101,AUD,AU,,F,e4246248,1
